ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,Class,y_true,y_pred,anomaly_score,miscls_type
408,-1.09747696412833,1.24623595908096,0.464854601298342,-0.178196024885461,0.249498839755712,-0.725057558688016,1.19775977321208,-0.358584593369482,-0.153111964992736,0.383806838328703,-0.822650574332188,-0.0728478276134648,0.450498421873744,0.0016201441417926,0.581122293477957,-0.0185602098491146,-0.542761272391087,-0.238505687174197,0.195417865448928,0.0315871727659011,-0.0501482119571836,0.114627852016765,-0.188973746762754,-0.0667265649679921,-0.160963845865116,0.275263069802887,0.117646717746341,0.272015238109567,0.7126388597778244,-0.9915295057507724,0,0,1,0.32643068,FP
153458,-3.14111481773954,2.01415371220239,-0.610409333608785,5.94665882891274,-1.86853400723498,0.756736892240363,-3.31384231234087,0.227978180993546,-0.937893804373359,-0.976491830527394,3.05059933586094,-6.93060548542287,0.118404517784811,-1.93153624243992,-0.569346542650597,-2.97608410042903,-5.39670175532831,-0.780562802876565,1.90655751088489,-0.563324498132998,1.40851107190565,0.800388799848745,0.514926320421351,-0.0493729777268121,-0.510364292608872,0.44258323685501,-0.165736839205461,0.6827840274271,0.328512541046601,0.169609605376003,0,0,1,0.28792465,FP
805,1.12591045117615,-0.287397809842971,0.779265402970773,0.82638422308192,-0.807976883655944,-0.188230452345429,-0.407288517940471,0.0101400034226331,0.833075256809119,-0.233991622606907,-1.07998880001185,0.302506554878712,0.133611812035246,-0.346543644048996,0.102102938430156,0.0959803748176541,-0.245539983265428,-0.0552150354726185,0.0553501219663079,0.0132876627351698,0.0684313862059482,0.313583985818915,-0.194061205570079,0.110387342710647,0.522329799308708,0.526338935324682,-0.0052871966232556,0.0244863073381368,0.5295884859917558,-0.98781705612143,0,0,1,0.28341472,FP
10457,-1.68695459672537,4.08124898223913,-7.77053807976854,5.56523954204705,-3.70160222851629,-3.1249158825629,-7.84860608810054,1.74821666624462,-3.27051148197076,-11.208722820105,10.0021902173471,-15.1449882216973,-0.213781565242229,-13.7803774903028,-0.459419511202153,-10.0531122447564,-17.0984442134069,-5.36665995636776,1.66171938384487,1.29963772793112,1.39314209766654,-0.543607593004903,-0.31785513959719,-0.0155273696765162,1.17895464688145,-0.205648592661351,1.91196712494943,0.950716341513942,-0.2934395304967512,-0.7947461788789812,0,0,1,0.27281046,FP
191297,1.40952582651356,0.804289511747351,-1.13291037273233,4.38903287309786,-0.713480405884004,0.38163189867206,-1.9497273265553,0.481482912731115,-1.02973656904453,-0.309068779521934,-0.678747510881377,-2.28594397726003,0.603204415306241,-2.53839679145768,-0.619314717981865,-0.733170602857278,-4.69192101857729,-1.23185596240792,-1.14301301235891,0.0054985415294975,0.472800961261912,0.690422551478421,0.0573138265143024,-0.669953583729952,-0.0121381754216808,0.141409683001447,0.355679486892027,0.113298534864277,-0.3074128414727869,0.5228679848212503,0,0,1,0.26816362,FP
945,-1.28853462724849,0.34098462357224,-0.0773592696674958,0.131838217875153,1.88366144684762,-1.45744981009292,0.541816400016501,-0.355739500710779,-0.0474559581244887,0.290838730200205,-1.37050123292629,-0.159920102974634,0.124387022503494,0.24610671502411,0.0597431348637572,0.165774265238847,-0.965458869509049,-0.0776629059587457,-0.488262163118926,-0.536335066026223,-0.0012647351282171,0.364955005300758,-0.472453444662562,-0.401226110408605,-0.565435712825334,-0.596379358322617,0.245380976318098,0.292161769158899,-0.1817927757982254,-0.9865717407394354,0,0,1,0.26775378,FP
3897,-0.0541346807269096,0.851363592583012,0.372173530695981,0.627681241733368,-0.302747512199071,-0.380554306904015,0.0639924217725347,0.386638286186737,0.0176407265596216,-0.445798724737163,-1.54299596892595,-0.0100240196600383,-0.283237262696401,0.254624322306377,-0.193368254833415,-0.317736768770085,0.194778527023155,-0.195517457762417,1.08735124924611,-0.173374750443788,-0.0495290335250477,-0.0602145533645223,0.177209657418561,-0.122356982731761,-1.08661706053941,0.169358409856538,0.0523534693358641,0.102107782053378,-0.1739677216516453,-0.9542287855825374,0,0,1,0.2665941,FP
12157,-5.90551652267712,6.04027993865125,-11.0916369981566,5.79757078647836,-6.19389045247955,-3.32242656370477,-9.26968813026341,4.33963141607018,-3.24698303488334,-10.7648260387545,9.17922530900545,-14.2570713123205,0.291994339974086,-12.3994078766102,-0.536801298668379,-9.50579345427866,-16.0492278165032,-5.04559452917253,1.89456679914716,1.35141117730964,1.50490503278289,-0.428452743577757,0.211269798824458,-0.0264676648439011,0.243539715991979,-0.285139541505526,2.0160562407405,0.62827171206843,0.950045413260672,-0.7461906272395118,0,0,1,0.2553556,FP
3694,-0.128371841512538,0.957775424553064,0.553733624095681,-0.0853152854236554,0.900537566436989,-0.596438441845046,1.07002150038695,-0.244600970592074,-0.523421597227714,-0.527688949375214,-1.19572297877083,0.608955112846198,1.73512414867345,-0.108127259498179,-0.0465523766682038,0.379276055344873,-1.1688245855715,0.0231866551481383,-0.736969697773566,-0.0602567967844119,0.193134665903198,0.626201869687438,-0.0851602688188444,-0.425896154611449,-0.635195546272954,-0.63923890714191,0.233248521808103,0.232709693420795,-0.0503039195137288,-0.957894242178597,0,0,1,0.2323482,FP
457,-1.68598676561959,-1.50904215440137,1.25799164924009,-0.114733180164068,0.749404216759692,-0.819917360757074,0.119897211398615,0.215608439701073,0.0158540173314652,-0.65137371711675,0.438369563055748,0.568764582913917,-0.354552986586914,0.0826639018172357,-0.99693924284613,0.623331618691685,-0.897941636805787,0.531495193013654,-0.42026261817879,0.648198833706205,0.367582074817671,0.306897990678946,0.686076538237095,-0.0040326648372965,-0.545436161045175,0.172125653632101,0.0113415479151346,0.213581187074148,2.71082232935094,-0.991071323676265,0,0,1,0.22445458,FP
